id,day,pressure,maxtemp,temparature,mintemp,dewpoint,humidity,cloud,sunshine,winddirection,windspeed,rainfall
1124,30,1015.4,24.9,21.5,19.5,19.5,77.0,55.0,7.6,10.0,17.2,0
1264,170,1000.1,33.7,30.1,28.6,24.8,75.0,48.0,7.0,70.0,28.5,1
166,167,1008.4,31.2,29.0,27.2,25.3,90.0,77.0,2.7,130.0,9.1,1
2018,194,1006.6,33.7,29.1,27.5,25.3,79.0,78.0,5.3,20.0,23.7,1
1607,148,1007.9,32.0,29.7,28.0,25.2,70.0,38.0,9.1,220.0,11.8,0
1446,352,1019.9,20.7,19.3,17.1,13.3,67.0,86.0,0.6,70.0,33.0,1
1845,21,1020.6,15.3,13.8,11.4,3.9,76.0,93.0,0.0,20.0,40.0,1
1541,82,1010.8,24.3,21.4,20.4,19.5,86.0,77.0,7.3,60.0,9.5,1
779,50,1024.4,17.3,15.5,13.7,13.7,78.0,88.0,1.0,20.0,10.2,1
1297,203,1011.4,31.4,28.9,26.7,24.5,81.0,88.0,2.2,100.0,22.5,1
1964,140,1008.7,33.4,30.1,28.4,25.4,67.0,77.0,9.4,220.0,30.2,1
763,34,1025.6,20.3,18.1,17.9,16.0,76.0,83.0,0.4,50.0,26.1,1
1693,234,1008.7,32.9,29.4,26.7,25.8,78.0,84.0,3.6,220.0,20.0,1
987,258,1015.2,30.7,27.9,25.8,24.3,81.0,67.0,5.9,180.0,8.9,1
2054,230,1009.9,29.1,26.7,25.4,25.4,89.0,85.0,3.3,200.0,22.0,1
1483,24,1013.4,23.1,21.1,20.7,20.8,98.0,88.0,0.0,50.0,39.9,1
1115,21,1017.6,17.3,16.1,14.7,13.0,93.0,95.0,0.0,20.0,35.8,1
614,250,1009.8,31.1,28.0,26.5,25.8,79.0,81.0,3.2,220.0,40.4,1
960,231,1011.7,32.3,29.9,27.2,23.2,73.0,43.0,9.5,70.0,25.0,0
2088,264,1013.5,28.6,25.8,22.4,24.7,79.0,84.0,6.7,190.0,8.3,0
1625,166,1007.7,34.7,30.7,28.4,25.0,74.0,44.0,8.4,210.0,10.9,1
281,282,1017.7,28.2,25.6,23.4,21.6,82.0,70.0,7.6,80.0,10.0,1
1567,108,1009.9,28.6,26.9,25.8,25.3,81.0,85.0,1.2,30.0,26.8,1
1816,357,1020.4,19.6,18.0,16.4,13.3,77.0,91.0,0.0,20.0,28.6,1
2107,283,1015.4,28.9,25.4,23.4,19.6,75.0,51.0,7.7,40.0,22.8,0
592,228,1010.7,30.4,27.4,25.3,25.3,87.0,88.0,0.1,130.0,17.5,1
442,78,1017.8,26.9,23.3,23.0,22.0,98.0,88.0,0.3,120.0,19.8,1
1403,76,1016.7,26.7,23.1,22.3,21.1,81.0,83.0,6.9,40.0,16.6,1
1265,171,999.0,35.0,31.5,28.2,25.3,76.0,38.0,10.0,280.0,30.0,0
154,155,1006.8,31.9,29.3,26.2,24.2,81.0,77.0,6.7,210.0,7.9,1
1516,57,1012.2,18.5,17.6,15.4,13.1,94.0,88.0,0.2,100.0,23.5,1
202,203,1008.4,31.8,28.8,26.7,24.5,81.0,78.0,2.2,200.0,11.2,1
2055,231,1003.8,29.1,28.7,27.7,24.5,93.0,84.0,1.6,230.0,27.1,1
664,300,1017.6,26.8,24.8,21.4,22.3,88.0,88.0,0.5,70.0,23.9,1
1589,130,1008.3,32.0,28.7,24.9,21.6,84.0,75.0,6.7,20.0,7.9,1
582,218,1005.9,30.6,28.0,26.3,23.3,77.0,47.0,8.8,130.0,10.2,1
1754,295,1018.1,26.8,24.5,23.1,22.2,82.0,81.0,1.6,80.0,26.7,1
1822,363,1012.6,20.5,19.2,18.4,17.9,93.0,93.0,0.0,30.0,31.9,1
1670,211,1011.1,31.9,28.3,26.6,24.3,85.0,88.0,1.0,80.0,14.6,1
1212,118,1013.0,28.6,25.5,24.8,22.2,76.0,74.0,6.0,60.0,9.2,1
1690,231,1007.5,32.1,29.5,28.4,23.1,79.0,60.0,7.5,180.0,22.0,1
890,161,1007.8,35.1,31.0,27.1,26.5,86.0,84.0,3.8,220.0,29.8,1
1285,191,1005.7,31.0,29.2,27.8,26.2,83.0,83.0,4.7,60.0,14.8,1
1914,90,1008.5,27.6,25.4,24.0,24.2,94.0,85.0,1.5,40.0,14.2,1
984,255,1012.5,30.8,27.8,26.5,23.2,76.0,45.0,7.6,20.0,9.8,1
934,205,1011.4,31.0,28.1,26.9,26.3,76.0,69.0,8.8,20.0,9.1,1
2100,276,1011.8,23.6,21.1,19.6,19.6,72.0,53.0,9.6,65.0,21.6,1
79,80,1011.4,27.6,20.9,19.0,13.7,77.0,91.0,0.2,40.0,15.4,1
16,17,1022.5,16.3,13.1,11.4,2.0,79.0,70.0,6.8,20.0,30.3,1
1947,123,1011.5,29.1,26.8,24.5,23.4,83.0,85.0,1.6,50.0,8.6,1
655,291,1019.4,28.1,25.9,24.5,20.9,85.0,58.0,7.8,70.0,21.6,1
188,189,1008.1,33.0,30.0,28.4,25.3,84.0,69.0,0.4,220.0,14.3,0
1867,43,1026.9,18.1,17.4,16.6,12.6,79.0,72.0,6.5,40.0,19.0,0
1338,244,1007.6,31.0,28.7,25.8,22.1,76.0,83.0,2.0,220.0,34.0,1
484,120,1007.8,30.1,27.6,26.8,25.0,82.0,79.0,6.9,220.0,25.1,1
1342,248,1005.8,31.7,28.7,26.2,25.8,79.0,73.0,7.9,220.0,29.6,0
1089,360,1019.5,17.7,16.0,16.5,16.5,93.0,97.0,0.0,50.0,21.4,1
1801,342,1022.3,15.5,13.7,11.6,1.7,95.0,94.0,0.0,20.0,33.2,1
1830,6,1025.9,17.0,13.7,12.4,9.8,96.0,94.0,0.0,30.0,21.9,1
1726,267,1016.3,30.0,28.3,26.8,24.7,79.0,49.0,4.2,180.0,31.7,1
2020,196,1008.1,33.9,30.1,27.0,24.8,76.0,49.0,8.8,10.0,10.0,1
50,51,1024.4,17.2,15.6,12.8,8.6,79.0,49.0,9.1,20.0,35.3,0
147,148,1008.5,33.3,30.1,28.0,24.3,79.0,69.0,10.7,220.0,7.9,0
750,21,1022.3,18.0,16.5,14.6,15.5,86.0,91.0,1.0,50.0,14.8,1
902,173,1004.5,31.4,28.0,24.7,25.2,74.0,88.0,0.1,90.0,14.8,1
1274,180,1007.6,32.2,29.2,26.2,25.9,86.0,82.0,1.2,180.0,14.6,1
1376,282,1013.4,23.6,21.8,19.6,17.3,76.0,86.0,2.2,60.0,19.2,1
1970,146,1005.9,27.8,26.7,25.3,25.2,93.0,88.0,0.3,250.3,21.2,1
1759,300,1018.9,24.5,23.7,20.4,16.0,93.0,88.0,2.9,50.0,25.0,1
2160,336,1020.3,20.2,16.8,14.5,11.9,72.0,88.0,0.0,40.0,27.3,1
527,163,1006.8,35.4,31.0,27.0,26.4,78.0,53.0,7.8,230.0,14.3,1
1723,264,1017.5,31.3,28.0,25.5,26.3,84.0,89.0,2.2,170.0,13.8,1
1154,60,1016.9,22.2,21.8,20.3,19.7,92.0,85.0,0.2,50.0,12.6,1
1954,130,1012.5,31.3,28.0,26.4,25.5,82.0,80.0,4.1,70.0,29.0,1
1003,274,1017.7,26.6,25.5,23.6,19.4,95.0,95.0,0.0,70.0,28.4,1
33,34,1024.4,21.6,19.3,17.4,15.3,90.0,95.0,4.3,70.0,35.3,1
277,278,1016.0,27.4,24.9,22.2,20.3,81.0,78.0,5.8,90.0,35.3,0
1220,126,1010.6,27.8,26.7,25.3,25.2,90.0,86.0,1.2,190.0,15.1,1
362,363,1012.4,21.3,20.9,19.4,19.6,92.0,88.0,0.0,50.0,32.9,1
82,83,1011.0,26.3,24.9,23.0,22.0,81.0,88.0,0.2,40.0,24.4,1
1772,313,1021.1,22.3,19.6,19.3,16.3,78.0,58.0,1.1,30.0,11.1,1
1195,101,1016.0,26.3,24.7,24.5,23.6,90.0,83.0,0.1,200.0,20.9,1
422,58,1012.0,25.2,22.2,18.4,17.8,81.0,83.0,0.7,30.0,23.7,1
2180,356,1017.1,22.3,20.8,19.1,18.9,76.0,78.0,1.5,40.0,14.2,1
598,234,1007.8,33.1,30.0,28.3,25.9,81.0,70.0,7.2,220.0,24.5,1
449,85,1014.4,26.7,25.4,24.4,23.0,82.0,20.0,10.0,70.0,13.0,0
1287,193,1005.9,33.3,30.6,28.2,25.6,84.0,81.0,3.0,240.0,12.9,1
1237,143,1006.5,33.8,30.0,27.0,25.0,69.0,70.0,6.9,220.0,23.9,1
854,125,1007.6,30.4,26.3,23.2,23.3,89.0,66.0,7.7,75.0,8.5,1
856,127,1006.7,29.6,28.4,26.7,25.5,93.0,85.0,0.2,130.0,24.8,1
657,293,1012.6,28.5,26.5,23.1,21.3,84.0,72.0,6.6,30.0,25.0,1
1189,95,1011.5,27.6,25.5,24.4,23.1,90.0,88.0,1.8,40.0,22.6,1
1309,215,1000.0,32.3,28.0,27.3,26.2,89.0,80.0,6.1,210.0,25.1,1
780,51,1015.2,17.1,16.6,15.9,15.9,95.0,100.0,0.0,50.0,21.8,1
394,30,1014.9,21.3,20.5,20.1,19.3,90.0,93.0,0.0,70.0,40.4,1
29,30,1018.1,23.1,20.8,19.2,15.5,74.0,49.0,7.7,40.0,14.3,0
257,258,1015.1,30.3,27.7,24.7,25.6,81.0,69.0,2.6,90.0,25.1,1
1138,44,1015.2,18.2,17.3,16.3,14.6,75.0,88.0,2.5,40.0,20.2,1
1010,281,1015.9,28.7,25.7,20.6,19.9,65.0,51.0,9.4,70.0,20.9,1
1538,79,1012.5,27.8,25.5,24.4,22.9,86.0,82.0,2.4,70.0,28.0,0
1077,348,1017.9,20.6,18.8,19.1,17.8,85.0,91.0,0.3,40.0,13.0,1
77,78,1014.0,24.9,23.1,22.4,22.8,85.0,88.0,3.2,70.0,31.2,1
35,36,1023.1,18.2,17.1,16.3,9.5,78.0,89.0,0.0,50.0,28.4,0
732,3,1013.5,23.2,18.0,17.5,16.0,79.0,81.0,0.0,60.0,55.5,1
1025,296,1018.5,26.9,24.4,23.2,21.6,81.0,86.0,1.2,80.0,20.5,1
278,279,1016.8,28.1,25.0,23.7,20.3,70.0,78.0,5.3,60.0,16.4,0
1691,232,1011.0,30.8,27.7,25.5,23.1,84.0,72.0,8.5,140.0,11.8,1
1037,3,1015.2,25.0,23.9,23.6,19.9,76.0,61.0,8.8,90.0,14.1,0
841,112,1013.3,26.5,24.9,23.1,22.1,87.0,85.0,2.5,60.0,11.9,1
98,99,1015.2,25.9,23.4,22.8,21.2,81.0,81.0,3.9,290.0,21.2,1
1491,32,1016.2,24.8,18.6,17.3,16.5,75.0,78.0,1.2,15.0,22.3,1
14,15,1018.4,17.8,16.5,15.1,12.1,77.0,85.0,1.2,40.0,20.9,1
755,26,1014.8,25.3,21.7,18.4,18.0,86.0,80.0,3.4,40.0,14.7,1
190,191,1008.9,32.4,30.7,28.0,25.0,79.0,67.0,7.0,220.0,10.9,1
1208,114,1013.0,28.8,25.6,23.6,21.6,91.0,90.0,1.3,80.0,24.9,0
1048,319,1020.9,20.5,18.8,17.5,15.0,89.0,88.0,0.0,20.0,25.0,1
1501,42,1012.5,25.3,21.5,19.1,19.9,89.0,76.0,3.5,40.0,15.8,0
270,271,1018.1,28.1,27.1,25.4,25.1,90.0,81.0,1.6,180.0,52.8,1
198,199,1006.7,33.5,30.5,28.7,26.4,79.0,78.0,5.5,230.0,9.1,0
935,206,1002.2,30.5,27.9,25.2,24.3,82.0,75.0,5.6,180.0,13.9,1
644,280,1017.0,26.9,24.7,23.3,20.6,82.0,88.0,1.5,70.0,15.7,1
955,226,1008.1,29.6,26.9,24.8,25.8,78.0,88.0,6.9,60.0,17.3,1
2015,191,1006.2,33.8,30.3,28.3,26.4,81.0,87.0,5.7,230.0,21.8,0
1036,307,1014.6,25.2,24.8,23.9,21.2,84.0,70.0,2.1,80.0,33.5,1
1594,135,1008.0,33.2,30.1,27.2,24.4,87.0,83.0,5.0,50.0,38.3,1
1500,41,1020.4,20.7,18.4,17.6,14.3,78.0,90.0,0.2,70.0,43.8,1
711,347,1017.1,17.3,16.3,15.3,15.4,90.0,87.0,0.1,80.0,18.0,1
821,92,1009.5,25.1,23.3,21.3,21.4,94.0,88.0,0.3,240.0,19.8,1
92,93,1016.0,26.3,23.9,22.2,20.4,90.0,88.0,0.7,30.0,28.5,1
1260,166,1010.3,32.8,29.2,27.9,25.2,84.0,85.0,2.1,100.0,13.0,1
629,265,1015.5,30.6,28.5,26.4,25.4,77.0,62.0,8.9,130.0,30.0,1
522,158,1006.5,33.8,30.0,27.4,23.1,80.0,49.0,11.2,20.0,26.1,0
1835,11,1013.7,16.3,15.2,14.6,13.3,90.0,100.0,0.0,70.0,30.0,1
1649,190,1008.8,32.8,29.1,26.4,25.7,84.0,88.0,2.2,210.0,9.5,1
2057,233,1005.3,31.0,27.2,26.2,24.9,82.0,86.0,1.6,80.0,28.7,1
756,27,1020.6,24.8,19.1,17.2,16.6,75.0,57.0,5.3,70.0,33.5,1
683,319,1019.0,22.9,20.8,18.4,16.0,75.0,43.0,9.3,20.0,26.8,0
136,137,1008.5,32.2,29.0,27.0,25.3,79.0,79.0,7.0,220.0,16.4,1
908,179,1008.4,30.3,28.6,26.9,25.9,88.0,84.0,0.2,230.0,12.8,1
1780,321,1020.5,21.3,17.5,15.3,14.3,78.0,46.0,9.7,70.0,11.9,1
1579,120,1011.6,29.2,26.1,24.8,23.8,91.0,88.0,0.1,80.0,18.4,1
2189,365,1013.8,21.2,19.1,18.0,18.0,89.0,88.0,1.0,70.0,48.0,1
851,122,1006.7,29.1,26.8,24.8,24.2,93.0,88.0,0.4,20.0,23.9,1
1590,131,1012.2,31.9,29.9,28.3,24.9,75.0,72.0,8.4,180.0,8.0,1
1267,173,1003.8,31.3,28.1,26.5,25.6,85.0,87.0,0.1,220.0,29.6,1
954,225,1010.8,28.9,26.3,25.4,23.9,79.0,55.0,10.2,110.0,18.8,0
1021,292,1011.6,25.9,24.7,22.4,22.7,62.0,84.0,7.5,70.0,21.5,1
1507,48,1022.5,19.0,17.8,16.9,15.0,95.0,95.0,0.0,60.0,41.3,1
338,339,1017.9,20.9,20.6,18.9,19.6,80.0,88.0,4.1,20.0,21.9,1
470,106,1008.3,30.8,27.9,26.4,25.2,93.0,88.0,0.7,130.0,21.6,1
1090,361,1014.6,21.0,20.8,19.9,19.9,95.0,88.0,0.0,40.0,18.0,1
2008,184,1008.1,31.0,28.1,26.8,25.1,81.0,84.0,2.1,190.0,15.9,1
1383,289,1017.1,28.4,25.8,25.5,21.6,82.0,83.0,3.0,80.0,24.4,0
1715,256,1008.1,29.7,26.9,24.3,24.4,87.0,78.0,3.5,220.0,37.9,1
1030,301,1014.3,26.1,24.4,22.0,16.8,87.0,80.0,4.8,20.0,28.0,1
762,33,1020.4,17.2,16.2,15.6,11.0,69.0,46.0,9.5,20.0,24.4,0
1185,91,1010.7,24.8,22.8,21.8,19.8,91.0,88.0,0.0,50.0,27.3,1
725,361,1020.6,18.1,17.3,16.5,14.6,91.0,88.0,0.0,20.0,33.4,1
2138,314,1017.7,22.4,21.0,19.1,19.4,85.0,77.0,0.6,70.0,31.2,1
1737,278,1016.8,26.6,25.4,24.7,21.4,79.0,77.0,3.4,80.0,27.1,1
531,167,1008.5,32.3,29.6,27.4,25.0,76.0,74.0,6.6,220.0,20.0,1
2031,207,1009.1,30.2,27.9,26.3,25.3,87.0,84.0,2.1,230.0,14.0,1
593,229,1011.5,29.1,26.8,24.8,23.2,81.0,88.0,1.1,100.0,15.3,1
737,8,1018.9,15.0,13.6,12.7,11.2,96.0,100.0,0.0,20.0,29.0,1
1228,134,1008.5,31.2,28.0,26.8,26.4,86.0,88.0,1.2,220.0,13.2,1
419,55,1017.1,16.6,16.5,15.9,15.9,95.0,96.0,0.0,40.0,20.5,1
312,313,1015.1,21.3,18.9,17.2,15.8,86.0,80.0,1.2,70.0,12.8,1
115,116,1008.8,29.7,25.8,24.2,22.6,89.0,88.0,1.3,20.0,28.8,1
302,303,1016.1,26.8,24.6,23.1,19.9,91.0,83.0,4.5,50.0,9.9,0
1278,184,1005.2,32.9,29.9,26.8,26.1,75.0,71.0,7.6,230.0,13.3,1
1234,140,1008.6,32.0,29.9,26.0,25.1,76.0,77.0,10.4,220.0,38.0,0
1755,296,1016.8,26.0,24.8,23.7,21.4,85.0,83.0,0.0,70.0,31.7,0
1762,303,1016.4,27.2,25.4,24.0,22.9,84.0,85.0,3.4,40.0,8.0,1
2087,263,1007.6,28.2,25.5,23.9,21.6,68.0,39.0,8.2,230.0,8.7,0
1340,246,1012.8,30.7,27.7,26.0,23.6,75.0,43.0,7.2,90.0,25.1,0
1240,146,1008.2,33.3,30.3,28.7,25.8,78.0,32.0,11.8,200.0,9.1,0
2002,178,1008.7,31.3,29.7,28.1,26.0,92.0,84.0,0.4,220.0,24.5,1
1422,328,1021.2,19.8,17.9,17.2,14.4,71.0,95.0,0.0,70.0,40.4,1
1918,94,1016.6,26.5,25.3,24.1,24.2,94.0,88.0,1.0,40.0,14.5,1
62,63,1017.7,20.6,18.1,16.9,17.4,95.0,91.0,0.0,40.0,16.1,1
583,219,1005.8,31.2,28.0,25.4,24.1,76.0,53.0,9.5,10.0,12.9,1
892,163,1006.9,33.3,30.3,28.1,25.4,74.0,47.0,5.0,230.0,9.6,0
2034,210,1006.9,32.1,29.4,27.2,24.7,84.0,86.0,1.4,220.0,12.4,1
1804,345,1022.4,18.0,14.8,13.6,11.6,75.0,88.0,0.0,30.0,20.0,1
1674,215,1008.3,31.0,28.1,26.8,25.9,79.0,87.0,1.5,220.0,25.1,1
1406,135,1018.1,21.0,20.8,19.4,19.6,91.0,88.0,0.0,20.0,16.6,1
1925,101,1013.1,29.1,26.2,24.7,23.8,87.0,83.0,3.3,80.0,15.4,1
1275,181,1008.1,32.0,29.6,27.8,25.3,80.0,69.0,6.0,230.0,12.8,1
1503,44,1019.9,17.1,16.1,15.3,12.9,89.0,91.0,0.0,60.0,37.5,1
1903,79,1015.4,25.9,24.5,23.8,12.5,79.0,38.0,10.4,60.0,9.8,0
1896,72,1017.9,16.7,15.6,14.0,11.0,92.0,93.0,0.0,40.0,20.4,0
2089,265,1015.5,30.2,27.7,24.5,20.9,76.0,68.0,7.7,70.0,8.3,0
479,115,1012.2,26.5,24.9,21.1,19.5,79.0,79.0,6.6,90.0,18.2,1
2118,294,1012.4,27.7,25.8,24.4,22.1,82.0,87.0,1.1,70.0,40.8,1
2112,288,1013.8,28.2,25.8,23.4,21.4,70.0,53.0,9.3,70.0,33.5,0
412,48,1013.7,20.4,18.4,17.2,18.0,92.0,95.0,0.0,40.0,14.2,1
341,342,1020.7,18.1,17.2,16.9,7.9,75.0,55.0,6.8,30.0,33.4,0
549,185,1008.0,32.0,29.7,28.4,24.9,72.0,70.0,9.1,230.0,12.5,1
1273,179,1008.6,30.6,28.6,26.9,25.0,86.0,88.0,0.4,250.0,21.9,1
1421,327,1022.6,26.0,18.8,17.6,15.9,62.0,86.0,3.5,60.0,14.5,1
499,135,1006.5,33.3,29.0,27.8,26.0,79.0,72.0,8.5,230.0,30.2,1
1174,80,1011.7,26.1,21.0,19.7,16.9,85.0,79.0,5.0,70.0,22.0,1
91,92,1013.1,28.2,24.1,22.0,22.9,89.0,81.0,1.2,70.0,31.8,1
2010,186,1006.5,35.1,31.0,26.9,25.0,74.0,58.0,10.6,180.0,8.9,0
1011,282,1018.9,26.0,24.8,23.7,22.4,75.0,46.0,5.5,80.0,20.5,0
329,330,1022.9,20.1,18.4,16.5,12.3,73.0,17.0,3.1,40.0,41.3,0
228,229,1008.5,30.6,27.8,25.7,25.4,91.0,81.0,3.7,220.0,23.2,1
2163,339,1021.3,16.5,15.6,14.0,12.8,85.0,83.0,0.0,40.0,24.3,1
1521,62,1022.3,15.5,13.6,11.7,11.5,92.0,95.0,0.0,20.0,25.0,1
1945,121,1006.9,30.4,27.9,24.5,23.7,81.0,83.0,3.3,20.0,15.3,1
2106,282,1017.0,27.9,25.8,24.3,21.1,83.0,65.0,1.0,10.0,11.2,1
744,15,1019.9,20.6,17.2,16.1,15.9,97.0,99.0,0.0,40.0,20.4,1
1656,197,1009.4,33.4,30.2,28.2,24.5,82.0,78.0,8.8,230.0,22.1,1
134,135,1009.3,32.3,30.2,27.4,25.9,86.0,88.0,0.6,220.0,13.4,1
1703,244,1011.4,27.9,26.6,25.4,25.6,90.0,85.0,1.2,190.0,15.0,1
2085,261,1008.4,31.1,28.3,26.0,25.4,86.0,83.0,8.1,270.0,34.0,1
157,158,1008.1,31.7,28.9,26.2,25.8,81.0,78.0,4.6,230.0,21.9,1
557,193,1008.2,33.3,30.6,27.6,25.3,77.0,79.0,10.2,230.0,20.0,0
1363,269,1017.7,29.4,25.9,23.4,20.3,79.0,74.0,3.2,70.0,48.0,1
1395,8,1013.7,26.3,24.4,23.3,19.9,91.0,74.0,3.1,70.0,38.0,0
2024,200,999.0,35.1,31.0,26.8,26.1,77.0,57.0,9.1,20.0,20.9,0
723,359,1021.1,17.6,16.3,15.2,13.9,79.0,88.0,0.1,50.0,39.3,1
688,324,1019.1,20.9,17.2,15.6,16.1,91.0,85.0,0.1,30.0,15.4,1
661,297,1019.0,26.1,23.1,21.1,17.1,87.0,87.0,0.7,50.0,28.6,1
344,345,1019.5,22.3,19.9,17.2,16.8,87.0,80.0,0.0,20.0,27.3,1
658,294,1017.8,25.9,24.7,22.2,21.8,85.0,88.0,2.7,50.0,39.5,1
1791,332,1020.6,17.1,13.2,12.7,9.3,59.0,84.0,0.0,10.0,22.3,1
1633,174,1005.5,31.4,28.9,26.3,26.3,87.0,80.0,5.9,230.0,14.2,0
1428,116,1022.6,17.2,16.2,15.2,13.1,79.0,88.0,0.0,70.0,43.1,1
2120,296,1019.5,24.8,22.6,20.3,17.8,78.0,84.0,0.0,20.0,22.1,1
178,179,1007.9,30.6,28.4,26.7,25.8,82.0,84.0,1.3,200.0,14.5,1
424,60,1018.1,25.9,21.5,19.8,19.6,79.0,51.0,7.9,50.0,8.3,0
476,112,1008.8,28.2,25.2,24.7,22.4,83.0,79.0,3.3,80.0,13.9,1
1869,45,1017.0,16.7,15.5,14.7,14.6,82.0,94.0,0.0,70.0,41.4,1
74,75,1012.0,23.1,21.6,20.4,19.9,90.0,87.0,0.5,40.0,26.0,1
1864,40,1015.8,20.4,18.4,17.2,15.0,74.0,90.0,0.0,70.0,33.5,1
2035,211,1008.8,33.0,30.3,28.0,25.2,78.0,72.0,7.2,220.0,16.0,1
59,60,1013.3,22.4,20.5,20.3,17.8,91.0,80.0,0.0,40.0,25.0,1
790,61,1013.4,24.0,21.8,19.6,19.8,79.0,76.0,0.0,40.0,11.2,1
1167,73,1017.1,26.0,22.6,20.3,21.4,85.0,89.0,0.5,30.0,18.0,1
1222,128,1008.4,28.1,26.8,25.2,25.5,85.0,83.0,3.7,210.0,16.0,1
837,108,1014.5,30.9,27.3,25.5,24.3,82.0,83.0,4.7,270.0,16.0,1
1133,39,1014.9,23.3,21.6,20.9,20.9,87.0,88.0,0.0,60.0,15.1,1
241,242,1014.4,31.3,28.1,26.0,23.3,82.0,88.0,0.2,230.0,22.9,1
491,127,1008.6,28.2,25.4,24.0,22.0,87.0,82.0,3.8,90.0,22.0,1
55,56,1016.8,21.3,19.7,18.2,18.9,95.0,91.0,0.0,40.0,10.2,1
1576,117,1013.0,29.0,26.9,24.9,22.4,88.0,88.0,6.1,60.0,33.5,1
758,29,1020.4,15.5,15.4,14.1,12.0,93.0,88.0,1.4,70.0,24.4,1
839,110,1011.4,24.9,22.2,20.8,20.6,91.0,84.0,2.2,40.0,18.0,1
1741,282,1016.7,26.3,25.8,24.5,22.0,83.0,80.0,6.5,70.0,28.4,1
1324,230,1009.7,32.3,29.0,28.0,25.9,81.0,84.0,2.5,220.0,14.5,1
1883,59,1012.0,25.2,21.3,20.2,19.9,79.0,88.0,2.0,80.0,26.8,1
13,14,1012.5,13.5,12.9,11.6,11.8,87.0,92.0,0.0,50.0,37.0,1
1986,162,1005.5,31.4,28.3,26.3,25.0,89.0,83.0,0.4,80.0,15.1,1
850,121,1007.6,28.7,26.2,24.3,24.2,87.0,78.0,8.4,220.0,15.8,1
1416,99,1022.5,18.6,17.7,16.9,13.3,75.0,90.0,0.0,60.0,38.0,1
96,97,1008.6,29.1,26.6,25.4,24.2,93.0,85.0,0.9,220.0,19.0,1
1103,9,1017.7,17.4,16.6,15.9,15.0,95.0,100.0,0.0,60.0,39.3,1
143,144,1005.2,31.5,28.3,26.9,25.8,87.0,83.0,6.9,60.0,14.1,1
1385,291,1012.9,26.5,25.6,24.2,23.4,78.0,77.0,2.4,70.0,17.2,1
1,2,1019.5,16.2,16.9,15.8,15.4,95.0,91.0,0.0,50.0,21.9,1
754,25,1013.4,20.9,19.0,17.1,19.3,96.0,100.0,0.0,50.0,16.7,1
1504,45,1022.1,20.5,19.0,17.2,16.9,82.0,78.0,1.1,70.0,21.9,0
1651,192,1009.1,32.1,29.3,27.4,25.4,84.0,80.0,6.5,220.0,17.2,1
1263,169,1001.0,32.1,30.0,28.1,25.8,75.0,78.0,8.3,230.0,14.3,0
516,152,1008.4,33.0,30.6,28.2,25.6,81.0,60.0,7.8,10.0,43.8,1
988,259,1010.4,28.2,26.3,24.6,21.9,74.0,49.0,9.5,20.0,13.4,0
539,175,1008.9,32.3,29.0,27.0,26.0,86.0,88.0,1.0,230.0,19.7,1
877,148,1008.5,33.0,30.2,28.4,24.7,78.0,38.0,10.4,120.0,9.9,0
1113,19,1020.6,17.1,15.2,13.5,11.2,78.0,11.0,9.8,60.0,34.0,0
838,109,1011.1,31.0,28.1,26.7,23.7,87.0,82.0,2.7,30.0,14.0,1
1074,345,1020.8,18.6,17.3,16.1,13.3,75.0,88.0,0.6,70.0,26.9,1
489,125,1011.0,31.0,28.2,26.1,23.8,93.0,74.0,2.0,25.0,28.4,1
1128,34,1019.5,21.5,20.9,17.7,16.6,79.0,47.0,6.8,70.0,9.1,1
409,45,1016.9,15.9,13.4,11.6,11.2,85.0,89.0,0.0,210.0,38.3,1
833,104,1013.0,29.8,26.6,24.9,23.7,86.0,88.0,0.6,70.0,9.8,1
1563,104,1010.4,27.7,25.8,24.8,23.3,82.0,84.0,3.2,170.0,26.3,1
1857,33,1013.1,24.6,21.3,19.1,20.6,90.0,81.0,2.1,40.0,23.3,1
1068,339,1019.9,18.0,17.5,15.9,15.0,90.0,90.0,0.0,40.0,39.7,1
1458,17,1014.5,18.7,17.6,17.0,17.4,97.0,95.0,0.0,50.0,25.0,1
31,32,1019.5,23.2,22.1,20.1,18.8,82.0,69.0,1.1,40.0,20.5,0
2140,316,1021.8,25.1,22.6,18.2,17.8,68.0,34.0,9.1,60.0,15.3,0
617,253,1008.9,32.8,29.8,27.3,24.3,82.0,62.0,2.5,230.0,16.5,0
2090,266,1018.9,31.0,28.7,26.6,24.8,85.0,53.0,4.5,220.0,14.7,0
234,235,1012.2,28.1,25.8,24.5,23.2,86.0,83.0,3.6,80.0,23.7,1
975,246,1012.5,31.1,28.8,26.5,24.0,79.0,77.0,6.4,220.0,17.3,1
1756,297,1017.2,28.9,25.2,23.7,19.1,87.0,82.0,2.0,70.0,16.2,0
888,159,1006.2,34.8,30.6,27.4,24.9,82.0,80.0,4.9,70.0,28.7,1
1671,212,1008.5,31.5,28.4,26.8,24.3,81.0,82.0,6.0,230.0,25.2,1
1838,14,1024.3,17.4,12.9,10.9,8.1,77.0,93.0,0.0,20.0,26.8,1
407,43,1021.2,24.7,18.9,15.6,9.6,77.0,46.0,8.5,20.0,41.3,0
816,87,1011.3,22.8,20.6,19.9,18.6,79.0,81.0,0.0,70.0,23.5,1
1384,290,1016.0,25.4,23.2,21.5,18.6,70.0,69.0,6.4,50.0,28.8,0
